"Location Type","Gross Salary","Unit Salary","Converted Salary","Segment","Role Type","Location","Education","Year of Experience","Certificate","Year","Start Date","End Date","Index","Adjusted Salary","Engineering","Production","Operational Support","Facilities","Non-Engineering","Drilling","Individual","Management","Sumatra","Jakarta","D3","D4","S1","S2","S3","SMA"
"Non-Remote","Rp71.600.844","Monthly","Rp71.600.844","Non-Engineering","Individual","Sumatra, Jakarta","S1",11,0,44757,44757,45505,1946038111,78252398.74,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp70.300.550","Monthly","Rp70.300.550","Non-Engineering","Individual","Sumatra, Jakarta","S1",10,1,44757,44757,45638,1946038111,76831310.4,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp85.881.083","Monthly","Rp85.881.083","Non-Engineering","Individual","Sumatra, Jakarta","S1",10,1,44757,44757,45638,1946038111,93859239.31,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp101.601.306","Monthly","Rp101.601.306","Non-Engineering","Individual","Sumatra, Jakarta","S1",10,1,44757,44757,45638,1946038111,111039835.09,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp85.599.021","Monthly","Rp85.599.021","Non-Engineering","Individual","Sumatra, Jakarta","S2",10,1,44757,44757,45904,1946038111,93550974.39,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
"Non-Remote","Rp142.453.210","Monthly","Rp142.453.210","Non-Engineering","Individual","Sumatra, Jakarta","S2",10,1,44757,44757,45904,1946038111,155686787.59,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
"Non-Remote","Rp199.307.390","Monthly","Rp199.307.390","Non-Engineering","Individual","Sumatra, Jakarta","S2",0,1,44757,44757,45904,1946038111,217822590.96,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
"Non-Remote","Rp30.843.412","Monthly","Rp30.843.412","Engineering","Individual","Sumatra, Jakarta","S1",5,0,44757,44757,45638,1946038111,33708694.47,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp43.728.680","Monthly","Rp43.728.680","Engineering","Individual","Sumatra, Jakarta","S1",7,0,44757,44757,45638,1946038111,47790974.42,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp163.380.994","Monthly","Rp163.380.994","Engineering","Individual","Sumatra, Jakarta","S1",9,0,44757,44757,45638,1946038111,178558714.89,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp27.000.000","Monthly","Rp27.000.000","Engineering","Management","Sumatra","SMA",5,1,44810,44810,45638,199956011,28718394.6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp27.000.000","Monthly","Rp27.000.000","Engineering","Management","Sumatra","D3",4,1,44810,44810,45638,199956011,28718394.6,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp27.000.000","Monthly","Rp27.000.000","Engineering","Management","Sumatra","S1",3,1,44810,44810,45638,199956011,28718394.6,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp17.300.000","Monthly","Rp17.300.000","Engineering","Management","Sumatra","D3",15,0,44782,44782,45904,199956011,18401045.43,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp17.300.000","Monthly","Rp17.300.000","Engineering","Management","Sumatra","S1",5,0,44782,44782,45623,199956011,18401045.43,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp11.600.000","Monthly","Rp11.600.000","Engineering","Individual","Sumatra","D3",10,0,44782,44782,45754,199956011,12338273.24,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp11.600.000","Monthly","Rp11.600.000","Engineering","Individual","Sumatra","S1",5,0,44782,44782,45598,199956011,12338273.24,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp11.000.000","Monthly","Rp11.000.000","Engineering","Management","Sumatra","SMA",15,0,44782,44782,45598,199956011,11700086.69,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp11.000.000","Monthly","Rp11.000.000","Engineering","Management","Sumatra","D3",10,0,44782,44782,45445,199956011,11700086.69,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.000.000","Monthly","Rp9.000.000","Operational Support","Management","Sumatra","SMA",12,0,44782,44782,45445,199956011,9572798.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.000.000","Monthly","Rp9.000.000","Operational Support","Management","Sumatra","D3",7,0,44782,44782,45445,199956011,9572798.2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp8.500.000","Monthly","Rp8.500.000","Engineering","Management","Sumatra","SMA",10,0,44782,44782,45445,199956011,9040976.08,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp8.500.000","Monthly","Rp8.500.000","Engineering","Management","Sumatra","D3",5,0,44782,44782,45421,199956011,9040976.08,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp8.500.000","Monthly","Rp8.500.000","Engineering","Individual","Sumatra","SMA",10,0,44782,44782,45421,199956011,9040976.08,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp8.500.000","Monthly","Rp8.500.000","Engineering","Individual","Sumatra","D3",5,0,44782,44782,45506,199956011,9040976.08,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp8.000.000","Monthly","Rp8.000.000","Operational Support","Individual","Sumatra","SMA",10,0,44782,44782,45506,199956011,8509153.96,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp8.000.000","Monthly","Rp8.000.000","Operational Support","Individual","Sumatra","D3",5,0,44782,44782,45505,199956011,8509153.96,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp7.500.000","Monthly","Rp7.500.000","Engineering","Individual","Sumatra","SMA",10,0,44782,44782,45505,199956011,7977331.83,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp7.500.000","Monthly","Rp7.500.000","Engineering","Individual","Sumatra","D3",5,0,44782,44782,45623,199956011,7977331.83,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp8.500.000","Monthly","Rp8.500.000","Engineering","Individual","Sumatra","SMA",10,1,44782,44782,45754,199956011,9040976.08,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp8.500.000","Monthly","Rp8.500.000","Engineering","Individual","Sumatra","D3",5,1,44782,44782,45442,199956011,9040976.08,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp7.600.000","Monthly","Rp7.600.000","Engineering","Management","Sumatra","SMA",7,1,44782,44782,45458,199956011,8083696.26,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp7.600.000","Monthly","Rp7.600.000","Engineering","Management","Sumatra","D3",5,1,44782,44782,45445,199956011,8083696.26,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp7.600.000","Monthly","Rp7.600.000","Engineering","Management","Sumatra","S1",3,1,44782,44782,45445,199956011,8083696.26,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp6.000.000","Monthly","Rp6.000.000","Engineering","Individual","Sumatra","SMA",10,0,44782,44782,45445,199956011,6381865.47,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp6.000.000","Monthly","Rp6.000.000","Engineering","Individual","Sumatra","D3",5,0,44782,44782,45445,199956011,6381865.47,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp5.950.000","Monthly","Rp5.950.000","Operational Support","Individual","Sumatra","SMA",3,2,44782,44782,45445,199956011,6328683.25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp6.160.000","Monthly","Rp6.160.000","Engineering","Individual","Sumatra","SMA",5,1,44782,44782,45445,199956011,6552048.55,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp6.160.000","Monthly","Rp6.160.000","Engineering","Individual","Sumatra","D3",3,1,44782,44782,45445,199956011,6552048.55,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp6.000.000","Monthly","Rp6.000.000","Operational Support","Individual","Sumatra","SMA",5,0,44782,44782,45445,199956011,6381865.47,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp6.000.000","Monthly","Rp6.000.000","Operational Support","Individual","Sumatra","D3",3,0,44782,44782,45445,199956011,6381865.47,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp5.800.000","Monthly","Rp5.800.000","Engineering","Individual","Sumatra","SMA",8,0,44782,44782,45445,199956011,6169136.62,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp5.800.000","Monthly","Rp5.800.000","Engineering","Individual","Sumatra","SMA",5,0,44782,44782,45445,199956011,6169136.62,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp5.800.000","Monthly","Rp5.800.000","Engineering","Individual","Sumatra","D3",3,0,44782,44782,45445,199956011,6169136.62,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp17.642.606","Monthly","Rp17.642.606","Engineering","Individual","Sumatra","SMA",5,0,44937,44937,45445,1984763794,18905351.86,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp17.642.606","Monthly","Rp17.642.606","Engineering","Individual","Sumatra","SMA",5,0,44937,44937,45506,1984763794,18905351.86,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.318.421","Monthly","Rp9.318.421","Operational Support","Individual","Sumatra","D3",3,0,44937,44937,37256,1984763794,9985374.56,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp18.089.610","Monthly","Rp18.089.610","Engineering","Management","Sumatra","D3",1,0,44937,44937,37256,1984763794,19384349.64,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.566.988","Monthly","Rp9.566.988","Engineering","Individual","Sumatra","SMA",10,0,44937,44937,37256,1984763794,10251732.41,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp22.378.535","Monthly","Rp22.378.535","Engineering","Management","Sumatra","SMA",10,0,44937,44937,37256,1984763794,23980248.44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp22.378.535","Monthly","Rp22.378.535","Engineering","Management","Sumatra","SMA",10,1,44937,44937,45444,1984763794,23980248.44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp22.378.535","Monthly","Rp22.378.535","Engineering","Management","Sumatra","D3",7,1,44937,44937,45445,1984763794,23980248.44,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp15.538.856","Monthly","Rp15.538.856","Engineering","Individual","Sumatra","S1",5,1,44937,44937,45445,1984763794,16651028.75,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp15.538.856","Monthly","Rp15.538.856","Engineering","Individual","Sumatra","SMA",7,1,44937,44937,45506,1984763794,16651028.75,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.566.988","Monthly","Rp9.566.988","Non-Engineering","Individual","Sumatra","D3",5,1,44937,44937,45506,1984763794,10251732.41,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp17.493.049","Monthly","Rp17.493.049","Engineering","Management","Sumatra","S1",2,0,44937,44937,45505,1984763794,18745090.8,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp27.264.019","Monthly","Rp27.264.019","Engineering","Management","Sumatra","S1",5,0,44937,44937,45505,1984763794,29215404.82,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp27.264.019","Monthly","Rp27.264.019","Engineering","Management","Sumatra","SMA",10,0,44937,44937,45506,1984763794,29215404.82,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp27.264.019","Monthly","Rp27.264.019","Engineering","Management","Sumatra","D3",7,0,44937,44937,45506,1984763794,29215404.82,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp15.271.318","Monthly","Rp15.271.318","Operational Support","Individual","Sumatra","S1",5,0,44937,44937,45505,1984763794,16364342.23,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp15.271.318","Monthly","Rp15.271.318","Operational Support","Individual","Sumatra","SMA",9,0,44937,44937,45505,1984763794,16364342.23,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp15.271.318","Monthly","Rp15.271.318","Operational Support","Individual","Sumatra","D3",7,0,44937,44937,45506,1984763794,16364342.23,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp37.891.890","Monthly","Rp37.891.890","Engineering","Management","Sumatra","S1",4,0,44937,44937,45506,1984763794,40603951.02,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp37.891.890","Monthly","Rp37.891.890","Engineering","Management","Sumatra","D3",15,0,44937,44937,45505,1984763794,40603951.02,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp17.244.482","Monthly","Rp17.244.482","Operational Support","Individual","Sumatra","S1",12,0,44937,44937,45505,1984763794,18478732.95,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp9.716.128","Monthly","Rp9.716.128","Engineering","Individual","Sumatra","D3",3,0,44937,44937,45506,1984763794,10411547.12,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.096.683","Monthly","Rp9.096.683","Engineering","Individual","Sumatra","SMA",3,0,44937,44937,45506,1984763794,9747765.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp10.453.877","Monthly","Rp10.453.877","Engineering","Individual","Sumatra","SMA",2,0,44937,44937,45506,1984763794,11202099.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp10.453.877","Monthly","Rp10.453.877","Engineering","Individual","Sumatra","SMA",7,1,44937,44937,45506,1984763794,11202099.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp10.453.877","Monthly","Rp10.453.877","Engineering","Individual","Sumatra","D3",5,1,44937,44937,45505,1984763794,11202099.5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp11.636.260","Monthly","Rp11.636.260","Engineering","Individual","Sumatra","S1",2,1,44937,44937,45505,1984763794,12469109.35,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp11.636.260","Monthly","Rp11.636.260","Engineering","Individual","Sumatra","SMA",8,1,44937,44937,45505,1984763794,12469109.35,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp10.521.607","Monthly","Rp10.521.607","Operational Support","Individual","Sumatra","D3",5,1,44937,44937,45505,1984763794,11274676.79,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.522.281","Monthly","Rp9.522.281","Engineering","Management","Sumatra","D3",3,1,44937,44937,45513,1984763794,10203825.93,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.522.281","Monthly","Rp9.522.281","Engineering","Management","Sumatra","SMA",15,0,44937,44937,45513,1984763794,10203825.93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.522.281","Monthly","Rp9.522.281","Engineering","Management","Sumatra","SMA",5,0,44937,44937,45638,1984763794,10203825.93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.522.281","Monthly","Rp9.522.281","Engineering","Management","Sumatra","SMA",5,2,44937,44937,45638,1984763794,10203825.93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.408.029","Monthly","Rp9.408.029","Engineering","Management","Sumatra","D3",3,2,44937,44937,45638,1984763794,10081396.16,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp10.163.549","Monthly","Rp10.163.549","Operational Support","Individual","Sumatra","SMA",6,0,44937,44937,45638,1984763794,10890991.25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.320.393","Monthly","Rp9.320.393","Engineering","Individual","Sumatra","SMA",3,0,44937,44937,45638,1984763794,9987487.47,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.408.029","Monthly","Rp9.408.029","Engineering","Individual","Sumatra","SMA",0,0,44937,44937,45638,1984763794,10081396.16,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.233.968","Monthly","Rp9.233.968","Engineering","Individual","Sumatra","SMA",3,1,44937,44937,45904,1984763794,9894877.38,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.547.227","Monthly","Rp9.547.227","Engineering","Individual","Sumatra","SMA",2,1,44937,44937,45904,1984763794,10230556.55,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp16.267.386","Monthly","Rp16.267.386","Engineering","Management","Sumatra","S1",2,1,44937,44937,45904,1984763794,17431701.93,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp16.267.386","Monthly","Rp16.267.386","Engineering","Management","Sumatra","SMA",9,0,44937,44937,45754,1984763794,17431701.93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp16.267.386","Monthly","Rp16.267.386","Engineering","Management","Sumatra","D3",7,0,44937,44937,45754,1984763794,17431701.93,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.206.937","Monthly","Rp9.206.937","Engineering","Individual","Sumatra","S1",4,0,44937,44937,45754,1984763794,9865911.2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp9.233.968","Monthly","Rp9.233.968","Engineering","Individual","Sumatra","SMA",4,0,44937,44937,45444,1984763794,9894877.38,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.233.968","Monthly","Rp9.233.968","Operational Support","Individual","Sumatra","SMA",0,0,44937,44937,45444,1984763794,9894877.38,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.865.268","Monthly","Rp9.865.268","Operational Support","Individual","Sumatra","SMA",3,0,44937,44937,45444,1984763794,10571361.83,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp17.642.606","Monthly","Rp17.642.606","Engineering","Individual","Sumatra","SMA",5,0,44937,44937,45444,1984763794,18905351.86,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp17.642.606","Monthly","Rp17.642.606","Engineering","Individual","Sumatra","SMA",5,0,44937,44937,45444,1984763794,18905351.86,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.318.421","Monthly","Rp9.318.421","Operational Support","Individual","Sumatra","D3",3,0,44937,44937,45444,1984763794,9985374.56,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp18.089.610","Monthly","Rp18.089.610","Engineering","Management","Sumatra","D3",1,0,44937,44937,45444,1984763794,19384349.64,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.566.988","Monthly","Rp9.566.988","Engineering","Individual","Sumatra","SMA",10,0,44937,44937,45444,1984763794,10251732.41,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp22.378.535","Monthly","Rp22.378.535","Engineering","Management","Sumatra","SMA",10,0,44937,44937,45904,1984763794,23980248.44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp22.378.535","Monthly","Rp22.378.535","Engineering","Management","Sumatra","SMA",10,1,44937,44937,45904,1984763794,23980248.44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp22.378.535","Monthly","Rp22.378.535","Engineering","Management","Sumatra","D3",7,1,44937,44937,45904,1984763794,23980248.44,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp15.538.856","Monthly","Rp15.538.856","Engineering","Individual","Sumatra","S1",5,1,44937,44937,45623,1984763794,16651028.75,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp9.566.988","Monthly","Rp9.566.988","Non-Engineering","Individual","Sumatra","D3",3,1,44937,44937,45623,1984763794,10251732.41,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp17.493.049","Monthly","Rp17.493.049","Production, Seismic and G&G","Individual","Sumatra","S1",2,0,44937,44937,45623,1984763794,18745090.8,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp27.264.019","Monthly","Rp27.264.019","Engineering","Management","Sumatra","S1",5,0,44937,44937,45684,1984763794,29215404.82,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp27.264.019","Monthly","Rp27.264.019","Engineering","Management","Sumatra","SMA",10,0,44937,44937,45684,1984763794,29215404.82,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp27.264.019","Monthly","Rp27.264.019","Engineering","Management","Sumatra","D3",7,0,44937,44937,45623,1984763794,29215404.82,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp15.271.318","Monthly","Rp15.271.318","Operational Support","Individual","Sumatra","S1",5,0,44937,44937,45623,1984763794,16364342.23,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp15.271.318","Monthly","Rp15.271.318","Operational Support","Individual","Sumatra","SMA",9,0,44937,44937,45623,1984763794,16364342.23,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp15.271.318","Monthly","Rp15.271.318","Operational Support","Individual","Sumatra","D3",7,0,44937,44937,45506,1984763794,16364342.23,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp37.891.890","Monthly","Rp37.891.890","Engineering","Management","Sumatra","S1",4,0,44937,44937,45506,1984763794,40603951.02,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp37.891.890","Monthly","Rp37.891.890","Engineering","Management","Sumatra","D3",15,0,44937,44937,45505,1984763794,40603951.02,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp17.244.482","Monthly","Rp17.244.482","Engineering","Individual","Sumatra","S1",12,0,44937,44937,45505,1984763794,18478732.95,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp9.716.128","Monthly","Rp9.716.128","Engineering","Individual","Sumatra","D3",3,0,44937,44937,45442,1984763794,10411547.12,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.096.683","Monthly","Rp9.096.683","Engineering","Individual","Sumatra","SMA",3,0,44937,44937,45442,1984763794,9747765.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp10.453.877","Monthly","Rp10.453.877","Engineering","Individual","Sumatra","SMA",2,0,44937,44937,45442,1984763794,11202099.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp11.636.260","Monthly","Rp11.636.260","Engineering","Individual","Sumatra","D3",3,0,44937,44937,45442,1984763794,12469109.35,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp11.636.260","Monthly","Rp11.636.260","Engineering","Individual","Sumatra","SMA",8,1,44937,44937,45458,1984763794,12469109.35,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp10.521.607","Monthly","Rp10.521.607","Operational Support","Individual","Sumatra","D3",5,1,44937,44937,45458,1984763794,11274676.79,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.522.281","Monthly","Rp9.522.281","Engineering","Management","Sumatra","D3",3,1,44937,44937,45458,1984763794,10203825.93,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.522.281","Monthly","Rp9.522.281","Engineering","Management","Sumatra","SMA",15,0,44937,44937,45506,1984763794,10203825.93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.522.281","Monthly","Rp9.522.281","Engineering","Management","Sumatra","SMA",5,0,44937,44937,45506,1984763794,10203825.93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.522.281","Monthly","Rp9.522.281","Engineering","Management","Sumatra","SMA",5,2,44937,44937,45506,1984763794,10203825.93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.408.029","Monthly","Rp9.408.029","Engineering","Management","Sumatra","D3",3,2,44937,44937,45506,1984763794,10081396.16,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp10.163.549","Monthly","Rp10.163.549","Operational Support","Individual","Sumatra","SMA",6,0,44937,44937,45506,1984763794,10890991.25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.320.393","Monthly","Rp9.320.393","Engineering","Individual","Sumatra","SMA",3,0,44937,44937,45506,1984763794,9987487.47,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.408.029","Monthly","Rp9.408.029","Engineering","Individual","Sumatra","SMA",0,0,44937,44937,45506,1984763794,10081396.16,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.233.968","Monthly","Rp9.233.968","Engineering","Individual","Sumatra","SMA",3,1,44937,44937,45506,1984763794,9894877.38,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp9.547.227","Monthly","Rp9.547.227","Engineering","Individual","Sumatra","SMA",2,1,44937,44937,45506,1984763794,10230556.55,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp16.267.386","Monthly","Rp16.267.386","Engineering","Management","Sumatra","S1",2,1,44937,44937,45458,1984763794,17431701.93,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp16.267.386","Monthly","Rp16.267.386","Engineering","Management","Sumatra","SMA",9,0,44937,44937,45623,1984763794,17431701.93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp16.267.386","Monthly","Rp16.267.386","Engineering","Management","Sumatra","D3",7,0,44937,44937,45754,1984763794,17431701.93,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp9.206.937","Monthly","Rp9.206.937","Operational Support","Individual","Sumatra","S1",4,0,44937,44937,45623,1984763794,9865911.2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp9.233.968","Monthly","Rp9.233.968","Engineering","Individual","Sumatra","SMA",4,0,44937,44937,45754,1984763794,9894877.38,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
